INVOICE_ID,EVENT,EVENT_ATTRIBUTE,Event Attribute Value,Supplier Name,Supplier Site Name,INVOICE_CURRENCY_CODE,PAYMENT_CURRENCY_CODE,INVOICE_AMOUNT,Invoice Amount Paid,DISCOUNT_AMOUNT_TAKEN,INVOICE_OUTSTANDING,INVOICE_DATE,Payment Term,Invoice Term Date,Invoice Creation Date,PO_HEADER_ID,GOODS_RECEIVED_DATE,INVOICE_RECEIVED_DATE,ORG_ID,Invoice Type,Invoice Description,CANCELLED_DATE,APPROVAL_STATUS,WFAPPROVAL_STATUS,INVOICE_LINE_NUMBER,INVOICE_LINE_AMOUNT,INVOICED_QTY,UOM,UNIT_PRICE,HOLD_LOOKUP_CODE,HELD_BY,INVOICE_HOLD_DATE,INVOICE_HOLD_REASON,RELEASE_LOOKUP_CODE,INVOICE_RELEASE_DATE,INVOICE_RELEASE_REASON,INVOICE_HOLD_DETAILS,STATUS_FLAG,HOLD_TYPE,HOLD_INACTIVE_DATE,DAYS_TO_WAIT_FOR_REMINDER_NTF,NUMBER_OF_APPROVAL_ITERATION,AMOUNT_APPROVED,INVOICE_APPROVAL_CREATION_DATE,PAYMENT_NUM,PAYMENT_AMOUNT_REMAINING,PAYMENT_DUE_DATE,FIRST_DISCOUNT_AVAILABLE_DATE,SECOND_DISCOUNT_AVAILABLE_DATE,THIRD_DISCOUNT_AVAILABLE_DATE,FIRST_DISCOUNT_AVAILABLE_AMT,SECOND_DISCOUNT_AVAILABLE_AMT,THIRD_DISCOUNT_AVAILABLE_AMT,PAYMENT_STATUS_FLAG,DUE_DATE_PASSED,0-30 days,31-60 days,61-90 days,Over 91 days,INVOICE_PAYMENT_ID,PAYMENT_CREATION_DATE,CHECK_ID,PAYMENT_NUMBER,PAYMENT_STATUS,PAYEE,PAYMENT_CLEARED_DATE,CHECK_AMOUNT,PAYMENT_DATE,PAYMENT_TYPE_FLAG,CHECK_VOID_DATE,FUTURE_PAY_DUE_DATE,CHECK_CLEARED_BASE_AMOUNT,CHECK_BASE_AMOUNT,CHECK_STOP_DATE
208403,Invoice Creation Date,,04-06-2008 03:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208403,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39820.8,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208404,Invoice Date,,04-06-2008 00:00,Corporate Express Office Supply,CEOS ITALIA,EUR,EUR,1118.4,0,0,1118.4,04-06-2008 00:00,30 Net (terms date + 30),04-06-2008 00:00,04-06-2008 03:39,,04-06-2008 00:00,04-06-2008 00:00,1017,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208404,Invoice Creation Date,,04-06-2008 03:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208404,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1118.4,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208405,Invoice Date,,04-06-2008 00:00,Consolidated Supplies,SPRINGFIELD,USD,USD,4436.35,4436.35,0,0,04-06-2008 00:00,Immediate,04-06-2008 00:00,04-06-2008 03:40,,04-06-2008 00:00,,204,STANDARD,,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208405,Payment Due Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,04-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
208405,Invoice Creation Date,,04-06-2008 03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208405,Payment Date,,10-06-2008 03:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156041,,76659,6373,RECONCILED UNACCOUNTED,Consolidated Supplies,10-06-2008 00:00,4436.35,10-06-2008 03:31,A,,,4436.35,,
208406,Invoice Date,,04-06-2008 00:00,Advantage Corp,ADVANTAGE IT,EUR,EUR,7468.8,0,0,7468.8,04-06-2008 00:00,2/10 Net 45,04-06-2008 00:00,04-06-2008 03:40,,04-06-2008 00:00,,1017,STANDARD,,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208406,Invoice Creation Date,,04-06-2008 03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208406,First Discount Available Date,,17-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,17-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208406,Payment Due Date,,22-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7468.8,22-07-2008 00:00,17-06-2008 00:00,,,124.48,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208407,Invoice Date,,03-06-2008 00:00,"Office Depot, Inc",PAYMENT,USD,USD,81167.64,80355.96,811.68,0,03-06-2008 00:00,1/10 NET 30,03-06-2008 00:00,04-06-2008 05:40,,03-06-2008 00:00,03-06-2008 00:00,1448,STANDARD,Receipt Invoice automatically created on 03-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208407,Invoice Creation Date,,04-06-2008 05:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208407,First Discount Available Date,,13-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208407,Payment Date,,18-06-2008 05:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156544,,77020,2123,RECONCILED UNACCOUNTED,"Office Depot, Inc",18-06-2008 00:00,683613.08,18-06-2008 05:30,A,,,683613.08,,
208407,Payment Due Date,,03-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,03-07-2008 00:00,13-06-2008 00:00,,,811.68,,,Fully Paid,N,N,N,N,N,,,,,,,,,,,,,,,
208427,Invoice Date,,04-06-2008 00:00,CompUSA Inc.,PAYMENTS (ERS),USD,USD,54355,54355,0,0,04-06-2008 00:00,Immediate,04-06-2008 00:00,04-06-2008 05:43,,04-06-2008 00:00,04-06-2008 00:00,1448,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208427,Payment Due Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,04-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
208427,Payment Date,,04-06-2008 05:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155756,,76494,2112,RECONCILED UNACCOUNTED,CompUSA Inc.,04-06-2008 00:00,54355,04-06-2008 05:30,A,,,54355,,
208427,Invoice Creation Date,,04-06-2008 05:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208428,Invoice Date,,04-06-2008 00:00,American Telephone and Telegraph,VIRGINIA,USD,USD,25453,0,0,25453,04-06-2008 00:00,2/10 Net 45,04-06-2008 00:00,04-06-2008 05:44,,04-06-2008 00:00,,1448,STANDARD,,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208428,Invoice Creation Date,,04-06-2008 05:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208428,First Discount Available Date,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208428,Payment Due Date,,19-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25453,19-07-2008 00:00,14-06-2008 00:00,,,509.06,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208447,Invoice Date,,04-06-2008 00:00,GE Capital,PARIS,EUR,EUR,137.78,0,0,137.78,04-06-2008 00:00,2/10 Net 45,04-06-2008 00:00,04-06-2008 06:14,,04-06-2008 00:00,04-06-2008 00:00,888,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208447,Invoice Creation Date,,04-06-2008 06:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208447,First Discount Available Date,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208447,Payment Due Date,,19-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137.78,19-07-2008 00:00,14-06-2008 00:00,,,2.3,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208448,Invoice Date,,04-06-2008 00:00,GE Plastics,GE PLVINCENNES,EUR,EUR,28668.12,0,0,28668.12,04-06-2008 00:00,2/10 Net 45,04-06-2008 00:00,04-06-2008 06:15,,04-06-2008 00:00,,888,STANDARD,Achats stockés,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208448,Invoice Creation Date,,04-06-2008 06:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208448,First Discount Available Date,,19-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,19-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208448,Payment Due Date,,24-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28668.12,24-07-2008 00:00,19-06-2008 00:00,,,479.4,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208449,Invoice Date,,04-06-2008 00:00,Advanced Network Devices,AND-BREDA,EUR,EUR,1126.95,1081.87,45.08,0,04-06-2008 00:00,"4/10, 3/20, 2/30 Net  60",04-06-2008 00:00,04-06-2008 06:37,,04-06-2008 00:00,04-06-2008 00:00,889,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208449,Invoice Creation Date,,04-06-2008 06:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208449,First Discount Available Date,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208449,Payment Date,,18-06-2008 03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156451,,76968,8889,RECONCILED,Advanced Network Devices,18-06-2008 00:00,227897.22,18-06-2008 03:04,A,,,227897.22,,
208449,Second Discount Available Date,,24-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,24-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
208449,Third Discount Available Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,
208449,Payment Due Date,,03-08-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,03-08-2008 00:00,14-06-2008 00:00,24-06-2008 00:00,04-07-2008 00:00,45.08,33.81,22.54,Fully Paid,N,N,N,N,N,,,,,,,,,,,,,,,
208450,Invoice Date,,01-06-2008 00:00,Consolidated Supplies,VLISSINGEN,EUR,EUR,41.64,39.97,1.67,0,01-06-2008 00:00,"4/10, 3/20, 2/30 Net  60",01-06-2008 00:00,04-06-2008 07:03,,01-06-2008 00:00,01-06-2008 00:00,889,STANDARD,Receipt Invoice automatically created on 01-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208450,Invoice Creation Date,,04-06-2008 07:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208450,First Discount Available Date,,11-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208450,Payment Date,,11-06-2008 03:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156116,,76711,8877,RECONCILED,Consolidated Supplies,11-06-2008 00:00,15216.07,11-06-2008 03:58,A,,,15216.07,,
208450,Second Discount Available Date,,21-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,21-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
208450,Third Discount Available Date,,01-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,01-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,
208450,Payment Due Date,,31-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31-07-2008 00:00,11-06-2008 00:00,21-06-2008 00:00,01-07-2008 00:00,1.67,1.25,0.83,Fully Paid,N,N,N,N,N,,,,,,,,,,,,,,,
208451,Invoice Date,,04-06-2008 00:00,Providence Property & Casualty,UTRECHT,EUR,EUR,66104,0,0,66104,04-06-2008 00:00,N30,04-06-2008 00:00,04-06-2008 07:05,,04-06-2008 00:00,04-06-2008 00:00,889,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208451,Invoice Creation Date,,04-06-2008 07:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208451,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66104,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208467,Invoice Date,,04-06-2008 00:00,Consolidated Supplies,STAFFORD,GBP,GBP,140.95,0,0,140.95,04-06-2008 00:00,45 Net (terms date + 45),04-06-2008 00:00,04-06-2008 08:54,,04-06-2008 00:00,04-06-2008 00:00,1668,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208467,Invoice Creation Date,,04-06-2008 08:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208467,Payment Due Date,,19-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,140.95,19-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208468,Invoice Date,,04-06-2008 00:00,Becker Supply and Services,SOLIHULL,GBP,GBP,3693.03,0,0,3693.03,04-06-2008 00:00,30 Net (terms date + 30),04-06-2008 00:00,04-06-2008 08:55,,04-06-2008 00:00,04-06-2008 00:00,1668,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208468,Invoice Creation Date,,04-06-2008 08:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208468,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3693.03,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208469,Invoice Date,,05-06-2008 00:00,Consolidated Supplies,FRANKFURT,EUR,EUR,1610.43,0,0,1610.43,05-06-2008 00:00,2/10 NET 30,05-06-2008 00:00,05-06-2008 00:13,,05-06-2008 00:00,05-06-2008 00:00,911,STANDARD,Receipt Invoice automatically created on 05-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208469,Invoice Creation Date,,05-06-2008 00:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208469,First Discount Available Date,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208469,Payment Due Date,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1610.43,05-07-2008 00:00,15-06-2008 00:00,,,27.07,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208470,Invoice Date,,03-06-2008 00:00,Advanced Network Devices,LONDON,GBP,GBP,13245.68,0,0,13245.68,03-06-2008 00:00,30 Net (terms date + 30),03-06-2008 00:00,05-06-2008 00:15,,03-06-2008 00:00,03-06-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 03-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208470,Invoice Creation Date,,05-06-2008 00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208470,Payment Due Date,,03-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13245.68,03-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208471,Invoice Date,,04-06-2008 00:00,Consolidated Supplies,FRANKFURT,EUR,EUR,9163.76,0,0,9163.76,04-06-2008 00:00,2/10 NET 30,04-06-2008 00:00,05-06-2008 00:16,,04-06-2008 00:00,04-06-2008 00:00,911,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208471,Invoice Creation Date,,05-06-2008 00:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208471,First Discount Available Date,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208471,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9163.76,04-07-2008 00:00,14-06-2008 00:00,,,154.01,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208472,Invoice Date,,05-06-2008 00:00,Consolidated Supplies,FRANKFURT,EUR,EUR,2993.61,0,0,2993.61,05-06-2008 00:00,2/10 NET 30,05-06-2008 00:00,05-06-2008 00:16,,05-06-2008 00:00,05-06-2008 00:00,911,STANDARD,Receipt Invoice automatically created on 05-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208472,Invoice Creation Date,,05-06-2008 00:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208472,First Discount Available Date,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208472,Payment Due Date,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2993.61,05-07-2008 00:00,15-06-2008 00:00,,,50.31,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208489,Invoice Date,,05-06-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,195.98,0,0,195.98,05-06-2008 00:00,30 Net (terms date + 30),05-06-2008 00:00,05-06-2008 00:21,,05-06-2008 00:00,05-06-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 05-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208489,Invoice Creation Date,,05-06-2008 00:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208489,Payment Due Date,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,195.98,05-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208490,Invoice Date,,03-06-2008 00:00,General Electric,MANCHESTER,GBP,GBP,6486.28,0,0,6486.28,03-06-2008 00:00,45 Net (terms date + 45),03-06-2008 00:00,05-06-2008 00:21,,03-06-2008 00:00,03-06-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 03-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208490,Invoice Creation Date,,05-06-2008 00:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208490,Payment Due Date,,18-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6486.28,18-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208491,Invoice Date,,04-06-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,3394.25,0,0,3394.25,04-06-2008 00:00,30 Net (terms date + 30),04-06-2008 00:00,05-06-2008 00:22,,04-06-2008 00:00,04-06-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208491,Invoice Creation Date,,05-06-2008 00:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208491,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3394.25,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208509,Invoice Date,,05-06-2008 00:00,Consolidated Supplies,FALKENBERG,SEK,SEK,23040,0,0,23040,05-06-2008 00:00,"4/10, 3/20, 2/30 Net  60",05-06-2008 00:00,05-06-2008 00:35,,05-06-2008 00:00,05-06-2008 00:00,887,STANDARD,Receipt Invoice automatically created on 05-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208509,Invoice Creation Date,,05-06-2008 00:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208509,First Discount Available Date,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
208509,Second Discount Available Date,,25-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,25-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
208509,Third Discount Available Date,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,
208509,Payment Due Date,,04-08-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23040,04-08-2008 00:00,15-06-2008 00:00,25-06-2008 00:00,05-07-2008 00:00,737.28,552.96,368.64,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208510,Invoice Date,,05-06-2008 00:00,GE Capital,STOCKHOLM,SEK,SEK,59793.75,0,0,59793.75,05-06-2008 00:00,30 Net (terms date + 30),05-06-2008 00:00,05-06-2008 00:36,,05-06-2008 00:00,05-06-2008 00:00,887,STANDARD,Receipt Invoice automatically created on 05-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208510,Invoice Creation Date,,05-06-2008 00:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208510,Payment Due Date,,05-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59793.75,05-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
208511,Invoice Date,,04-06-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,39331.74,0,0,39331.74,04-06-2008 00:00,30 Net (terms date + 30),04-06-2008 00:00,05-06-2008 00:38,,04-06-2008 00:00,04-06-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 04-JUN-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208511,Invoice Creation Date,,05-06-2008 00:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208511,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39331.74,04-07-2008 00:00,,,,,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
